# coding: utf-8
# 小鹤音形用户词库（与系统词条重码时居后）
# 该文件以UTF-8编码保存
# 编码格式：字词+Tab符+编码（用户词库本身有重码则还需后面+Tab符+权重，权重大者居前，权重数字随意）
 
#    === 强调一下 === 
# 
#   词条和编码之间的不是空格，而是Tab符，如果你不知道，就复制下面编码中的空白处
#   或者按住键盘 G 键，切换到功能键盘，使用上面的Tab键
# 
#    ================
# 
# 如两个用户词重码，则需加权重排序，权重大者居前，如下：
#
# 同文	tw	90
# 提问	tw	30
#
# 如只加一个用户词，无需权重，如下（如想置于系统词“台湾”前，请把词条放到flypy_top文件内）：
# 
# 同文	tw
#    ================
#
# 虽然文本码表编辑较为方便，但不适合导入大量条目

#用户词库，下一行后开始添加。切换方案或部署后生效
# no comment
瘁	cvbu
decorator	decorator
decorous	decorous
decorum	decorum
decouple	decouple
decoy	decoy
decrease	decrease
decree	decree
decrepit	decrepit
decrepitude	decrepitude
decriminalize	decriminalize
decry	decry
dedicate	dedicate
dedicated	dedicated
dedication	dedication
deduce	deduce
deduct	deduct
deductible	deductible
deduction	deduction
deductive	deductive
deed	deed
deem	deem
deep	deep
deepen	deepen
deeply	deeply
deer	deer
deerstalker	deerstalker
deface	deface
defamation	defamation
defamatory	defamatory
defame	defame
default	default
defeat	defeat
defeatist	defeatist
defecate	defecate
defect	defect
defective	defective
defence	defence
defenceless	defenceless
defend	defend
defendant	defendant
defender	defender
defense	defense
defensible	defensible
defensive	defensive
defer	defer
deference	deference
defiance	defiance
defiant	defiant
defibrillator	defibrillator
deficiency	deficiency
deficient	deficient
deficit	deficit
defied	defied
defile	defile
define	define
definite	definite
definitely	definitely
definition	definition
definitive	definitive
deflate	deflate
deflation	deflation
deflect	deflect
deflection	deflection
deflower	deflower
defog	defog
defoliate	defoliate
deforest	deforest
deforestation	deforestation
deform	deform
deformation	deformation
deformed	deformed
deformity	deformity
defraud	defraud
defray	defray
defrock	defrock
defrost	defrost
deft	deft
defunct	defunct
defuse	defuse
defy	defy
degenerate	degenerate
degeneration	degeneration
degenerative	degenerative
degradable	degradable
degradation	degradation
degrade	degrade
degrading	degrading
degrease	degrease
degree	degree
dehumanize	dehumanize
dehumidifier	dehumidifier
dehydrate	dehydrate
deify	deify
deign	deign
deity	deity
dejected	dejected
dejection	dejection
dekko	dekko
delay	delay
delectable	delectable
delectation	delectation
delegate	delegate
delegation	delegation
delete	delete
deleterious	deleterious
deli	deli
deliberate	deliberate
deliberately	deliberately
deliberation	deliberation
delicacy	delicacy
delicate	delicate
delicatessen	delicatessen
delicious	delicious
delight	delight
delighted	delighted
delightful	delightful
delimit	delimit
delineate	delineate
delinquency	delinquency
delinquent	delinquent
delirious	delirious
delirium	delirium
deliver	deliver
deliverable	deliverable
deliverance	deliverance
delivery	delivery
dell	dell
delphinium	delphinium
delta	delta
delude	delude
deluge	deluge
delusion	delusion
delusive	delusive
delve	delve
demagogue	demagogue
demand	demand
demanding	demanding
demarcate	demarcate
demarcation	demarcation
demean	demean
demeaning	demeaning
demeanour	demeanour
demented	demented
dementia	dementia
demerit	demerit
demilitarize	demilitarize
demise	demise
demist	demist
demo	demo
demob	demob
demobilize	demobilize
democracy	democracy
democrat	democrat
democratic	democratic
democratize	democratize
demography	demography
demolish	demolish
demon	demon
demonic	demonic
demonstrable	demonstrable
demonstrate	demonstrate
demonstration	demonstration
demonstrative	demonstrative
demonstrator	demonstrator
demoralize	demoralize
demote	demote
demotic	demotic
demur	demur
demure	demure
demystify	demystify
den	den
denationalize	denationalize
denial	denial
denier	denier
denigrate	denigrate
denim	denim
denims	denims
denizen	denizen
denomination	denomination
denominational	denominational
denominator	denominator
denote	denote
denouement	denouement
denounce	denounce
dense	dense
density	density
dent	dent
dental	dental
dentist	dentist
dentistry	dentistry
dentures	dentures
denude	denude
denunciation	denunciation
deny	deny
deodorant	deodorant
depart	depart
departed	departed
department	department
departmental	departmental
departure	departure
depend	depend
dependable	dependable
dependant	dependant
dependence	dependence
dependency	dependency
dependent	dependent
depersonalize	depersonalize
depict	depict
depilatory	depilatory
deplane	deplane
deplete	deplete
deplorable	deplorable
deplore	deplore
deploy	deploy
depopulate	depopulate
deport	deport
deportment	deportment
depose	depose
deposit	deposit
deposition	deposition
depositor	depositor
depository	depository
depot	depot
deprave	deprave
depraved	depraved
depravity	depravity
deprecate	deprecate
depreciate	depreciate
depredation	depredation
depress	depress
depressed	depressed
depressing	depressing
depression	depression
depressive	depressive
depressor	depressor
deprivation	deprivation
deprive	deprive
deprived	deprived
Dept	Dept
depth	depth
deputation	deputation
depute	depute
deputize	deputize
deputy	deputy
derail	derail
deranged	deranged
derby	derby
deregulate	deregulate
derelict	derelict
dereliction	dereliction
deride	deride
derision	derision
derisive	derisive
derisory	derisory
derivation	derivation
derivative	derivative
derive	derive
dermatitis	dermatitis
dermatologist	dermatologist
dermatology	dermatology
derogatory	derogatory
derrick	derrick
dervish	dervish
desalination	desalination
descale	descale
descant	descant
descend	descend
descendant	descendant
descent	descent
describe	describe
description	description
descriptive	descriptive
desecrate	desecrate
desegregate	desegregate
deselect	deselect
desert	desert
deserted	deserted
deserter	deserter
desertification	desertification
deserts	deserts
deserve	deserve
deservedly	deservedly
deserving	deserving
desiccated	desiccated
desiccation	desiccation
desideratum	desideratum
design	design
designate	designate
designation	designation
designer	designer
desirable	desirable
desire	desire
desirous	desirous
desist	desist
desk	desk
deskill	deskill
desktop	desktop
desolate	desolate
desolation	desolation
despair	despair
despairing	despairing
despatch	despatch
desperado	desperado
desperate	desperate
desperation	desperation
despicable	despicable
despise	despise
despite	despite
despoil	despoil
despondent	despondent
despot	despot
despotism	despotism
dessert	dessert
dessertspoon	dessertspoon
destabilize	destabilize
destination	destination
destined	destined
destiny	destiny
destitute	destitute
destroy	destroy
destroyer	destroyer
destruction	destruction
destructive	destructive
desultory	desultory
Det	Det
detach	detach
detachable	detachable
detached	detached
detachment	detachment
detail	detail
detailed	detailed
detailing	detailing
detain	detain
detainee	detainee
detect	detect
detection	detection
detective	detective
detector	detector
detente	detente
detention	detention
deter	deter
detergent	detergent
deteriorate	deteriorate
determinable	determinable
determinant	determinant
determinate	determinate
determination	determination
determine	determine
determined	determined
determiner	determiner
determinism	determinism
deterrent	deterrent
detest	detest
detestable	detestable
dethrone	dethrone
detonate	detonate
detonation	detonation
detonator	detonator
detour	detour
detoxification	detoxification
detoxify	detoxify
detract	detract
detractor	detractor
detrain	detrain
detriment	detriment
detrimental	detrimental
detritus	detritus
deuce	deuce
Deutschmark	Deutschmark
devalue	devalue
devastate	devastate
devastated	devastated
devastating	devastating
devastation	devastation
develop	develop
developed	developed
developer	developer
developing	developing
development	development
developmental	developmental
deviant	deviant
deviate	deviate
deviation	deviation
device	device
devil	devil
devilish	devilish
devilishly	devilishly
devilled	devilled
devilment	devilment
devious	devious
devise	devise
devoid	devoid
devolution	devolution
devolve	devolve
devolved	devolved
devote	devote
devoted	devoted
devotee	devotee
devotion	devotion
devotional	devotional
devour	devour
devout	devout
dew	dew
dewdrop	dewdrop
dewy	dewy
dexterity	dexterity
dexterous	dexterous
dextrose	dextrose
DfEE	DfEE
dhow	dhow
diabetes	diabetes
diabetic	diabetic
diabolical	diabolical
diacritic	diacritic
diadem	diadem
diagnose	diagnose
diagnosis	diagnosis
diagnostic	diagnostic
diagonal	diagonal
diagram	diagram
dial	dial
dialect	dialect
dialectic	dialectic
dialogue	dialogue
dialysis	dialysis
diamante	diamante
diameter	diameter
diametrically	diametrically
diamond	diamond
diaper	diaper
diaphanous	diaphanous
diaphragm	diaphragm
diarist	diarist
diarrhoea	diarrhoea
diary	diary
diaspora	diaspora
diatonic	diatonic
diatribe	diatribe
dibs	dibs
dice	dice
dicey	dicey
dichotomy	dichotomy
dick	dick
dickens	dickens
Dickensian	Dickensian
dicker	dicker
dickhead	dickhead
dicky	dicky
Dictaphone	Dictaphone
dictate	dictate
dictation	dictation
dictator	dictator
dictatorial	dictatorial
dictatorship	dictatorship
diction	diction
dictionary	dictionary
dictum	dictum
did	did
didactic	didactic
diddle	diddle
diddly	diddly
die	die
diehard	diehard
diesel	diesel
diet	diet
dieter	dieter
dietetics	dietetics
dietician	dietician
differ	differ
difference	difference
different	different
differential	differential
differentiate	differentiate
difficult	difficult
difficulty	difficulty
diffident	diffident
diffract	diffract
diffuse	diffuse
dig	dig
digest	digest
digestible	digestible
digestion	digestion
digestive	digestive
digger	digger
digit	digit
digital	digital
digitize	digitize
dignified	dignified
dignify	dignify
dignitary	dignitary
dignity	dignity
digress	digress
digs	digs
dike	dike
diktat	diktat
dilapidated	dilapidated
dilate	dilate
dilatory	dilatory
dildo	dildo
dilemma	dilemma
dilettante	dilettante
diligence	diligence
diligent	diligent
dill	dill
dilute	dilute
dim	dim
dime	dime
dimension	dimension
diminish	diminish
diminuendo	diminuendo
diminution	diminution
diminutive	diminutive
dimly	dimly
dimple	dimple
din	din
dinar	dinar
dine	dine
diner	diner
dinette	dinette
dingbat	dingbat
dinghy	dinghy
dingo	dingo
dingy	dingy
dinky	dinky
dinner	dinner
dinnerware	dinnerware
dinosaur	dinosaur
dint	dint
diocese	diocese
diode	diode
dioxide	dioxide
dioxin	dioxin
dip	dip
diphtheria	diphtheria
diphthong	diphthong
diploma	diploma
diplomacy	diplomacy
diplomat	diplomat
diplomatic	diplomatic
diplomatist	diplomatist
dipper	dipper
dippy	dippy
dipsomaniac	dipsomaniac
dipstick	dipstick
dire	dire
direct	direct
direction	direction
directional	directional
directionless	directionless
directive	directive
directly	directly
directness	directness
director	director
directorate	directorate
directorial	directorial
directorship	directorship
directory	directory
dirge	dirge
dirk	dirk
dirndl	dirndl
dirt	dirt
dirty	dirty
dis	dis
disability	disability
disable	disable
disabled	disabled
disablement	disablement
disabuse	disabuse
disadvantage	disadvantage
disadvantaged	disadvantaged
disadvantageous	disadvantageous
disaffected	disaffected
disafforest	disafforest
disagree	disagree
disagreeable	disagreeable
disagreement	disagreement
disallow	disallow
disappear	disappear
disappoint	disappoint
disappointed	disappointed
disappointing	disappointing
disappointment	disappointment
disapprobation	disapprobation
disapproval	disapproval
disapprove	disapprove
disapproving	disapproving
disarm	disarm
disarmament	disarmament
disarming	disarming
disarrange	disarrange
disarray	disarray
disassociate	disassociate
disaster	disaster
disastrous	disastrous
disavow	disavow
disband	disband
disbar	disbar
disbelief	disbelief
disbelieve	disbelieve
disburse	disburse
disc	disc
discard	discard
discern	discern
discerning	discerning
discernment	discernment
discharge	discharge
disciple	disciple
disciplinarian	disciplinarian
disciplinary	disciplinary
discipline	discipline
disclaim	disclaim
disclaimer	disclaimer
disclose	disclose
disclosure	disclosure
disco	disco
discoloration	discoloration
discolour	discolour
discomfit	discomfit
discomfort	discomfort
discompose	discompose
disconcert	disconcert
disconnect	disconnect
disconnected	disconnected
disconsolate	disconsolate
discontent	discontent
discontented	discontented
discontinue	discontinue
discontinuity	discontinuity
discontinuous	discontinuous
discord	discord
discordant	discordant
discotheque	discotheque
discount	discount
discounter	discounter
discourage	discourage
discouragement	discouragement
discourse	discourse
discourteous	discourteous
discourtesy	discourtesy
discover	discover
discovery	discovery
discredit	discredit
discreditable	discreditable
discreet	discreet
discrepancy	discrepancy
discrete	discrete
discretion	discretion
discretionary	discretionary
discriminate	discriminate
discriminating	discriminating
discrimination	discrimination
discriminatory	discriminatory
discursive	discursive
discus	discus
discuss	discuss
discussion	discussion
disdain	disdain
disdainful	disdainful
disease	disease
diseased	diseased
disembark	disembark
disembodied	disembodied
disembowel	disembowel
disenchanted	disenchanted
disenfranchise	disenfranchise
disengage	disengage
disentangle	disentangle
disequilibrium	disequilibrium
disestablish	disestablish
disfavour	disfavour
disfigure	disfigure
disgorge	disgorge
disgrace	disgrace
disgraceful	disgraceful
disgruntled	disgruntled
disguise	disguise
disgust	disgust
disgusted	disgusted
disgusting	disgusting
disgustingly	disgustingly
dish	dish
disharmony	disharmony
dishcloth	dishcloth
dishearten	dishearten
dishevelled	dishevelled
dishonest	dishonest
dishonour	dishonour
dishonourable	dishonourable
dishpan	dishpan
dishrag	dishrag
dishtowel	dishtowel
dishwasher	dishwasher
dishwater	dishwater
dishy	dishy
disillusion	disillusion
disillusioned	disillusioned
disillusionment	disillusionment
disincentive	disincentive
disinclination	disinclination
disinclined	disinclined
disinfect	disinfect
disinfectant	disinfectant
disinformation	disinformation
disingenuous	disingenuous
disinherit	disinherit
disintegrate	disintegrate
disinter	disinter
disinterest	disinterest
disinterested	disinterested
disinvestment	disinvestment
disjointed	disjointed
disjunction	disjunction
disk	disk
diskette	diskette
dislike	dislike
dislocate	dislocate
dislodge	dislodge
disloyal	disloyal
dismal	dismal
dismantle	dismantle
dismay	dismay
dismember	dismember
dismiss	dismiss
dismissal	dismissal
dismissive	dismissive
dismount	dismount
disobedience	disobedience
disobedient	disobedient
disobey	disobey
disorder	disorder
disordered	disordered
disorderly	disorderly
disorganized	disorganized
disorientate	disorientate
disown	disown
disparage	disparage
disparate	disparate
disparity	disparity
dispassionate	dispassionate
dispatch	dispatch
dispatcher	dispatcher
dispel	dispel
dispensable	dispensable
dispensary	dispensary
dispensation	dispensation
dispense	dispense
dispenser	dispenser
dispersal	dispersal
disperse	disperse
dispersion	dispersion
dispirited	dispirited
dispiriting	dispiriting
displace	displace
displacement	displacement
